customer_id,customer_name,age,city,state,account_type,application_date,vkyc_start_time,vkyc_end_time,agent_id,agent_name,document_type,document_status,face_match_score,liveness_score,audio_clarity_score,network_quality,fraud_flag,fraud_reason,kyc_status,rejection_reason,turnaround_minutes,escalation_flag,customer_income_band
CUST100525,Mishti Dugar,61,Pune,Maharashtra,Current,04-04-2026,04-04-2026 08:14,04-04-2026 09:06,AG1027,Rati Sanghvi,Driving License,Valid,94.67,79.01,78.15,Good,No,,Approved,,52,No,3-6L
CUST100526,Advika Bandi,50,Mumbai,Maharashtra,Current,08-01-2026,08-01-2026 09:46,08-01-2026 11:13,AG1018,Mishti Ranganathan,PAN,Mismatch,75.77,68.95,84.31,Good,No,,Rejected,Document invalid,87,Yes,0-3L
CUST100527,Ahana  Raval,53,Mumbai,Maharashtra,Savings,15-06-2026,15-06-2026 05:22,15-06-2026 05:33,AG1002,Sara Behl,PAN,Valid,61.66,65.1,95.15,Good,No,,Rejected,Face mismatch,11,No,0-3L
CUST100528,Yashvi Devan,63,Ahmedabad,Gujarat,Current,19-03-2026,19-03-2026 09:21,19-03-2026 09:28,AG1047,Kimaya Balay,Passport,Valid,84.61,82.68,62.67,Good,No,,Approved,,7,No,0-3L
CUST100529,Sumer Kulkarni,37,Delhi,Delhi,Current,24-05-2026,24-05-2026 03:15,24-05-2026 04:45,AG1039,Hridaan Deo,Passport,Valid,57.03,76.61,85.22,Average,No,,Rejected,Face mismatch,90,Yes,10L+
CUST100530,Sahil Kashyap,51,Delhi,Delhi,Current,08-02-2026,08-02-2026 10:34,08-02-2026 10:40,AG1041,Siya Master,Driving License,Valid,99,70.35,83.67,Good,Yes,Deepfake suspicion,Rejected,Deepfake suspicion,6,No,3-6L
CUST100531,Armaan Balakrishnan,29,Kolkata,West Bengal,Savings,08-06-2026,08-06-2026 05:10,08-06-2026 05:53,AG1008,Zoya Virk,Passport,Valid,81.96,79.42,80.92,Poor,No,,Approved,,43,No,0-3L
CUST100532,Reyansh Barad,40,Hyderabad,Telangana,Current,21-01-2026,21-01-2026 10:42,21-01-2026 12:07,AG1005,Mehul Krishnan,PAN,Valid,98.48,94.27,60.46,Good,No,,Approved,,85,Yes,3-6L
CUST100533,Mannat Rajan,39,Delhi,Delhi,Salary,28-03-2026,28-03-2026 07:48,28-03-2026 09:07,AG1012,Tarini Ganguly,Driving License,Valid,62.44,66.08,85.13,Good,No,,Rejected,Face mismatch,79,Yes,3-6L
CUST100534,Anahi Mannan,52,Kolkata,West Bengal,Current,10-01-2026,10-01-2026 07:11,10-01-2026 08:26,AG1002,Sara Behl,Driving License,Valid,83.24,88.45,98.97,Good,No,,Approved,,75,Yes,6-10L
CUST100535,Alisha Tailor,25,Jaipur,Rajasthan,Current,04-04-2026,04-04-2026 12:09,04-04-2026 13:08,AG1035,Priyansh Bali,PAN,Valid,96.9,96.11,93.38,Average,No,,Approved,,59,No,6-10L
CUST100536,Samarth Ramakrishnan,49,Kolkata,West Bengal,Savings,11-06-2026,11-06-2026 21:43,11-06-2026 22:12,AG1022,Mehul Verma,Driving License,Valid,82.9,85.78,72.42,Good,No,,Approved,,29,No,10L+
CUST100537,Damini Borra,31,Ahmedabad,Gujarat,Salary,09-02-2026,10-02-2026 01:09,10-02-2026 02:07,AG1030,Ishaan Kashyap,Driving License,Valid,70.19,84.02,92.12,Poor,No,,Approved,,58,No,6-10L
CUST100538,Alisha Behl,34,Hyderabad,Telangana,Salary,21-02-2026,21-02-2026 11:33,21-02-2026 12:41,AG1015,Lavanya Deo,Driving License,Valid,84.88,65.15,59.97,Average,No,,Rejected,Low audio quality,68,Yes,6-10L
CUST100539,Riya Basak,56,Bengaluru,Karnataka,Savings,04-01-2026,04-01-2026 07:58,04-01-2026 08:17,AG1007,Madhup Kapur,Aadhaar,Valid,71,66.33,91.4,Average,No,,Approved,,19,No,3-6L
CUST100540,Arnav Dasgupta,24,Jaipur,Rajasthan,Current,16-02-2026,16-02-2026 23:10,17-02-2026 00:32,AG1045,Faiyaz Bose,PAN,Expired,89.47,90.73,77.85,Average,No,,Rejected,Document invalid,82,Yes,0-3L
CUST100541,Advika Lala,44,Jaipur,Rajasthan,Savings,25-06-2026,25-06-2026 07:40,25-06-2026 08:06,AG1013,Divij Gupta,Aadhaar,Expired,98.66,91.19,80.48,Average,Yes,Deepfake suspicion,Rejected,Deepfake suspicion,26,No,0-3L
CUST100542,Tejas Grewal,21,Chennai,Tamil Nadu,Savings,09-05-2026,09-05-2026 22:57,09-05-2026 23:27,AG1026,Lakshay Sampath,Passport,Valid,77.33,94.73,57.71,Average,No,,Rejected,Low audio quality,30,No,10L+
CUST100543,Vidur Jayaraman,29,Jaipur,Rajasthan,Current,04-03-2026,04-03-2026 03:52,04-03-2026 05:04,AG1014,Taimur Vaidya,Passport,Valid,58.82,74.86,87.74,Good,No,,Rejected,Face mismatch,72,Yes,10L+
CUST100544,Parinaaz Ram,42,Kolkata,West Bengal,Current,17-06-2026,17-06-2026 03:46,17-06-2026 04:57,AG1005,Mehul Krishnan,Aadhaar,Valid,97.64,80.59,84.11,Average,No,,Approved,,71,Yes,0-3L
CUST100545,Vritika Raval,65,Kolkata,West Bengal,Salary,28-06-2026,28-06-2026 19:49,28-06-2026 20:47,AG1043,Madhup Biswas,PAN,Mismatch,57.75,90.29,83.01,Good,Yes,Document tampering,Rejected,Document tampering,58,No,10L+
CUST100546,Chirag Gala,43,Chennai,Tamil Nadu,Salary,12-05-2026,12-05-2026 10:06,12-05-2026 10:37,AG1044,Divij Shroff,PAN,Valid,70.42,93,95.01,Good,No,,Approved,,31,No,10L+
CUST100547,Ivana Sane,56,Kolkata,West Bengal,Current,22-05-2026,22-05-2026 04:12,22-05-2026 04:44,AG1032,Piya Gaba,PAN,Valid,58.78,81.44,69.5,Average,No,,Rejected,Face mismatch,32,No,0-3L
CUST100548,Raunak Date,24,Ahmedabad,Gujarat,Current,04-03-2026,04-03-2026 02:11,04-03-2026 03:10,AG1046,Vritika Sangha,Passport,Valid,56.05,95.52,77,Average,No,,Rejected,Face mismatch,59,No,0-3L
CUST100549,Shamik Baria,40,Chennai,Tamil Nadu,Current,25-04-2026,25-04-2026 04:26,25-04-2026 05:01,AG1022,Mehul Verma,Passport,Valid,57.14,85.97,56.24,Good,Yes,Document tampering,Rejected,Document tampering,35,No,3-6L
CUST100550,Stuvan Dubey,48,Lucknow,Uttar Pradesh,Current,03-05-2026,03-05-2026 10:12,03-05-2026 10:29,AG1045,Faiyaz Bose,PAN,Expired,78.28,69.88,66.39,Average,No,,Rejected,Document invalid,17,No,3-6L
CUST100551,Hansh Rajan,52,Mumbai,Maharashtra,Salary,17-01-2026,17-01-2026 19:10,17-01-2026 20:05,AG1037,Lakshit Sagar,Driving License,Valid,60.83,68.57,53.9,Good,No,,Rejected,Face mismatch,55,No,6-10L
CUST100552,Sahil Mammen,34,Kolkata,West Bengal,Current,22-03-2026,22-03-2026 04:13,22-03-2026 08:43,AG1044,Divij Shroff,PAN,Valid,76.93,98.83,91.19,Poor,No,,Pending,Network issue,270,Yes,0-3L
CUST100553,Nayantara Sule,30,Jaipur,Rajasthan,Savings,06-01-2026,07-01-2026 00:03,07-01-2026 00:45,AG1033,Manikya Tara,Driving License,Valid,80.04,96.78,55.94,Good,No,,Rejected,Low audio quality,42,No,0-3L
CUST100554,Gokul Sampath,52,Pune,Maharashtra,Savings,25-02-2026,25-02-2026 13:02,25-02-2026 13:43,AG1011,Ranbir Brahmbhatt,Driving License,Valid,76.77,91.57,57.11,Good,No,,Rejected,Low audio quality,41,No,3-6L
CUST100555,Neelofar Sampath,29,Mumbai,Maharashtra,Salary,10-04-2026,10-04-2026 16:58,10-04-2026 18:03,AG1048,Vaibhav Raju,Driving License,Mismatch,57,79.2,65.49,Good,No,,Rejected,Document invalid,65,Yes,3-6L
CUST100556,Diya Golla,49,Jaipur,Rajasthan,Salary,19-05-2026,19-05-2026 16:47,19-05-2026 17:35,AG1042,Keya Iyengar,Driving License,Valid,61.67,89.04,54.47,Average,No,,Rejected,Face mismatch,48,No,0-3L
CUST100557,Taran Dubey,60,Chennai,Tamil Nadu,Salary,28-04-2026,28-04-2026 14:15,28-04-2026 15:31,AG1012,Tarini Ganguly,Passport,Valid,86.68,82.82,89.81,Average,No,,Approved,,76,Yes,0-3L
CUST100558,Lakshit Garde,36,Lucknow,Uttar Pradesh,Salary,18-05-2026,18-05-2026 22:11,18-05-2026 23:45,AG1013,Divij Gupta,Aadhaar,Valid,78.37,89.95,75.13,Poor,No,,Pending,Network issue,94,Yes,6-10L
CUST100559,Kartik Chowdhury,37,Lucknow,Uttar Pradesh,Savings,22-03-2026,22-03-2026 21:03,22-03-2026 21:11,AG1024,Myra Tiwari,Aadhaar,Valid,82.19,76.03,52.25,Average,No,,Rejected,Low audio quality,8,No,6-10L
CUST100560,Indrans Barad,41,Mumbai,Maharashtra,Savings,28-06-2026,28-06-2026 08:58,28-06-2026 09:24,AG1039,Hridaan Deo,PAN,Valid,67.78,67.29,88.42,Good,No,,Rejected,Face mismatch,26,No,0-3L
CUST100561,Vedika Bedi,36,Bengaluru,Karnataka,Salary,10-05-2026,10-05-2026 20:35,10-05-2026 20:55,AG1012,Tarini Ganguly,Passport,Valid,59.42,65.68,94.65,Good,No,,Rejected,Face mismatch,20,No,0-3L
CUST100562,Nitara Ganguly,61,Lucknow,Uttar Pradesh,Savings,13-02-2026,13-02-2026 02:18,13-02-2026 03:24,AG1026,Lakshay Sampath,Passport,Valid,77.6,97.88,63.46,Good,No,,Approved,,66,Yes,0-3L
CUST100563,Kimaya Guha,44,Bengaluru,Karnataka,Salary,18-02-2026,19-02-2026 01:09,19-02-2026 05:21,AG1009,Tara Swaminathan,PAN,Valid,85.24,69.83,77.74,Poor,No,,Pending,Network issue,252,Yes,3-6L
CUST100564,Ishaan Chana,31,Delhi,Delhi,Savings,23-05-2026,23-05-2026 09:14,23-05-2026 10:38,AG1041,Siya Master,Aadhaar,Valid,73.98,96.37,72.59,Good,No,,Approved,,84,Yes,6-10L
CUST100565,Saira Kanda,31,Bengaluru,Karnataka,Salary,19-06-2026,20-06-2026 00:31,20-06-2026 01:41,AG1002,Sara Behl,Passport,Expired,81.78,93.5,69.01,Good,No,,Rejected,Document invalid,70,Yes,6-10L
CUST100566,Zain Gopal,42,Ahmedabad,Gujarat,Salary,13-04-2026,13-04-2026 12:17,13-04-2026 13:26,AG1043,Madhup Biswas,Passport,Expired,72.71,64.91,56.98,Good,No,,Rejected,Document invalid,69,Yes,6-10L
CUST100567,Ahana  Ramaswamy,21,Chennai,Tamil Nadu,Salary,28-06-2026,28-06-2026 09:43,28-06-2026 09:50,AG1041,Siya Master,PAN,Valid,67.23,86.42,66.08,Average,No,,Rejected,Face mismatch,7,No,3-6L
CUST100568,Suhana Shere,22,Jaipur,Rajasthan,Salary,01-01-2026,01-01-2026 20:37,01-01-2026 22:05,AG1034,Zara Dugar,Driving License,Valid,62.77,82.18,84.82,Good,No,,Rejected,Face mismatch,88,Yes,0-3L
CUST100569,Mehul Loke,44,Jaipur,Rajasthan,Savings,03-05-2026,03-05-2026 09:21,03-05-2026 09:27,AG1029,Hazel Sethi,PAN,Expired,91.41,93.02,67.9,Good,No,,Rejected,Document invalid,6,No,0-3L
CUST100570,Sahil Tailor,52,Jaipur,Rajasthan,Current,02-01-2026,02-01-2026 17:23,02-01-2026 18:06,AG1014,Taimur Vaidya,PAN,Valid,88.98,87.15,85.46,Average,No,,Approved,,43,No,3-6L
CUST100571,Kartik Gour,56,Bengaluru,Karnataka,Savings,21-02-2026,21-02-2026 03:42,21-02-2026 04:51,AG1010,Rasha Kakar,Driving License,Valid,86.67,68.34,59.8,Poor,No,,Rejected,Low audio quality,69,Yes,10L+
CUST100572,Anahi Sodhi,64,Lucknow,Uttar Pradesh,Savings,03-05-2026,03-05-2026 10:14,03-05-2026 10:48,AG1012,Tarini Ganguly,PAN,Valid,62.86,83.47,87.3,Average,No,,Rejected,Face mismatch,34,No,6-10L
CUST100573,Vanya Halder,64,Ahmedabad,Gujarat,Salary,22-04-2026,22-04-2026 21:09,22-04-2026 22:06,AG1007,Madhup Kapur,Aadhaar,Expired,94.56,60.08,71.36,Average,No,,Rejected,Document invalid,57,No,6-10L
CUST100574,Ishaan Taneja,26,Jaipur,Rajasthan,Salary,01-04-2026,01-04-2026 05:58,01-04-2026 06:53,AG1021,Trisha Dhillon,Driving License,Valid,56.95,88.78,52.35,Good,No,,Rejected,Face mismatch,55,No,3-6L
CUST100575,Zaina Ramakrishnan,22,Bengaluru,Karnataka,Salary,15-05-2026,15-05-2026 06:25,15-05-2026 06:33,AG1027,Rati Sanghvi,PAN,Valid,73.99,62.97,62.5,Poor,No,,Approved,,8,No,10L+
CUST100576,Ojas Bal,27,Pune,Maharashtra,Salary,03-06-2026,03-06-2026 00:47,03-06-2026 01:01,AG1048,Vaibhav Raju,Passport,Valid,76.22,98.26,91.63,Good,No,,Approved,,14,No,10L+
CUST100577,Umang Malhotra,60,Jaipur,Rajasthan,Salary,16-04-2026,16-04-2026 09:40,16-04-2026 10:41,AG1019,Kashvi Char,Aadhaar,Valid,57.72,61.33,65.66,Good,No,,Rejected,Face mismatch,61,Yes,0-3L
CUST100578,Riya Vaidya,45,Kolkata,West Bengal,Current,12-01-2026,12-01-2026 23:40,13-01-2026 01:01,AG1029,Hazel Sethi,Aadhaar,Valid,80.05,71.77,69.07,Average,No,,Approved,,81,Yes,0-3L
CUST100579,Raunak Barman,59,Kolkata,West Bengal,Salary,10-06-2026,10-06-2026 05:50,10-06-2026 06:08,AG1000,Anay Shanker,Driving License,Valid,70.21,97.41,89.15,Average,No,,Approved,,18,No,0-3L
CUST100580,Purab Kar,29,Mumbai,Maharashtra,Savings,18-04-2026,19-04-2026 00:03,19-04-2026 01:04,AG1015,Lavanya Deo,Passport,Valid,95.52,65.03,75.44,Average,No,,Approved,,61,Yes,3-6L
CUST100581,Adira Bath,21,Bengaluru,Karnataka,Salary,24-01-2026,24-01-2026 06:30,24-01-2026 07:18,AG1023,Vaibhav Dewan,PAN,Valid,77.99,86,67.89,Good,No,,Approved,,48,No,6-10L
CUST100582,Alisha Wagle,42,Lucknow,Uttar Pradesh,Savings,30-04-2026,30-04-2026 18:53,30-04-2026 19:23,AG1004,Aniruddh Batra,Aadhaar,Valid,65.63,92.69,77.97,Good,No,,Rejected,Face mismatch,30,No,3-6L
CUST100583,Anay Johal,35,Jaipur,Rajasthan,Savings,07-05-2026,07-05-2026 13:01,07-05-2026 16:27,AG1031,Purab Reddy,Passport,Valid,81.87,73.21,78.92,Poor,No,,Pending,Network issue,206,Yes,0-3L
CUST100584,Vivaan Krishnamurthy,44,Hyderabad,Telangana,Savings,07-05-2026,07-05-2026 05:13,07-05-2026 06:09,AG1000,Anay Shanker,Passport,Valid,64.55,79.18,88.42,Good,No,,Rejected,Face mismatch,56,No,3-6L
CUST100585,Miraan Hans,37,Mumbai,Maharashtra,Salary,07-03-2026,07-03-2026 03:41,07-03-2026 04:22,AG1014,Taimur Vaidya,Passport,Valid,61.38,77.57,81.57,Good,Yes,Duplicate identity,Rejected,Duplicate identity,41,No,3-6L
CUST100586,Umang Choudhury,34,Delhi,Delhi,Current,03-03-2026,03-03-2026 22:30,03-03-2026 23:23,AG1021,Trisha Dhillon,Aadhaar,Valid,63,60.86,92.14,Good,No,,Rejected,Face mismatch,53,No,0-3L
CUST100587,Samar Bawa,33,Jaipur,Rajasthan,Salary,13-02-2026,13-02-2026 18:01,13-02-2026 18:24,AG1012,Tarini Ganguly,Driving License,Expired,84.61,97.55,98.86,Average,No,,Rejected,Document invalid,23,No,3-6L
CUST100588,Vritika Bora,24,Kolkata,West Bengal,Salary,07-05-2026,07-05-2026 10:28,07-05-2026 10:52,AG1015,Lavanya Deo,PAN,Expired,74.24,85.38,96.05,Good,No,,Rejected,Document invalid,24,No,6-10L
CUST100589,Armaan Dhar,53,Chennai,Tamil Nadu,Current,08-06-2026,08-06-2026 21:49,08-06-2026 23:12,AG1010,Rasha Kakar,Aadhaar,Valid,98.38,95.34,60.46,Average,No,,Approved,,83,Yes,0-3L
CUST100590,Rasha Thakur,58,Ahmedabad,Gujarat,Salary,10-03-2026,10-03-2026 04:15,10-03-2026 04:54,AG1040,Nishith Sharma,Driving License,Valid,63.02,88.43,76.27,Good,No,,Rejected,Face mismatch,39,No,10L+
CUST100591,Tara Sastry,26,Bengaluru,Karnataka,Savings,07-02-2026,07-02-2026 17:45,07-02-2026 18:37,AG1035,Priyansh Bali,Driving License,Expired,75.25,69.35,60.93,Average,No,,Rejected,Document invalid,52,No,6-10L
CUST100592,Alia Randhawa,41,Mumbai,Maharashtra,Current,23-02-2026,23-02-2026 18:02,23-02-2026 18:59,AG1031,Purab Reddy,Passport,Valid,65.31,61.64,75.61,Good,No,,Rejected,Face mismatch,57,No,6-10L
CUST100593,Dhanush Andra,35,Kolkata,West Bengal,Savings,05-01-2026,05-01-2026 12:22,05-01-2026 13:49,AG1017,Uthkarsh Baral,Passport,Expired,66.9,63.03,95.07,Good,No,,Rejected,Document invalid,87,Yes,0-3L
CUST100594,Madhav Tiwari,59,Mumbai,Maharashtra,Savings,13-01-2026,14-01-2026 00:30,14-01-2026 01:10,AG1045,Faiyaz Bose,Passport,Valid,63.97,67.85,66.46,Good,No,,Rejected,Face mismatch,40,No,3-6L
CUST100595,Ira Seth,62,Ahmedabad,Gujarat,Salary,16-06-2026,16-06-2026 02:49,16-06-2026 04:17,AG1030,Ishaan Kashyap,Driving License,Mismatch,68.42,92.81,89.16,Good,No,,Rejected,Document invalid,88,Yes,0-3L
CUST100596,Faiyaz Soni,48,Delhi,Delhi,Salary,07-06-2026,07-06-2026 14:07,07-06-2026 14:22,AG1012,Tarini Ganguly,Driving License,Valid,87.41,68.37,61.69,Good,No,,Approved,,15,No,6-10L
CUST100597,Miraan Dora,35,Kolkata,West Bengal,Current,08-02-2026,08-02-2026 04:38,08-02-2026 05:46,AG1021,Trisha Dhillon,PAN,Valid,80.02,74.95,78.88,Good,No,,Approved,,68,Yes,6-10L
CUST100598,Badal Dar,61,Kolkata,West Bengal,Salary,05-05-2026,05-05-2026 21:45,05-05-2026 22:09,AG1036,Jiya Vora,Aadhaar,Valid,89.88,81.45,66.3,Good,Yes,Duplicate identity,Rejected,Duplicate identity,24,No,6-10L
CUST100599,Navya Sundaram,40,Lucknow,Uttar Pradesh,Savings,15-04-2026,15-04-2026 13:09,15-04-2026 14:26,AG1040,Nishith Sharma,Driving License,Valid,72.08,97.85,53.19,Good,No,,Rejected,Low audio quality,77,Yes,10L+
CUST100600,Chirag Bhakta,35,Delhi,Delhi,Current,19-01-2026,20-01-2026 01:12,20-01-2026 02:06,AG1013,Divij Gupta,PAN,Valid,56.44,87.49,74.43,Good,No,,Rejected,Face mismatch,54,No,6-10L
CUST100601,Kimaya Loyal,25,Ahmedabad,Gujarat,Current,13-01-2026,13-01-2026 18:43,13-01-2026 19:04,AG1030,Ishaan Kashyap,Driving License,Valid,78.23,66.86,92.99,Good,No,,Approved,,21,No,10L+
CUST100602,Mohanlal Kurian,21,Hyderabad,Telangana,Savings,24-01-2026,24-01-2026 17:32,24-01-2026 18:35,AG1012,Tarini Ganguly,Passport,Valid,74.36,88.32,73.74,Good,No,,Approved,,63,Yes,6-10L
CUST100603,Saanvi Bora,50,Jaipur,Rajasthan,Current,12-01-2026,12-01-2026 17:15,12-01-2026 17:31,AG1041,Siya Master,Driving License,Valid,91.18,80.98,95.52,Good,No,,Approved,,16,No,6-10L
CUST100604,Aaryahi Acharya,65,Chennai,Tamil Nadu,Savings,13-03-2026,13-03-2026 06:00,13-03-2026 06:28,AG1025,Ishaan Goyal,Driving License,Valid,93.07,76.56,58.98,Average,No,,Rejected,Low audio quality,28,No,0-3L
CUST100605,Nakul Mangal,56,Hyderabad,Telangana,Savings,11-06-2026,11-06-2026 06:51,11-06-2026 07:23,AG1026,Lakshay Sampath,Aadhaar,Valid,94.54,81.46,83.33,Good,No,,Approved,,32,No,10L+
CUST100606,Kabir Salvi,42,Pune,Maharashtra,Salary,14-01-2026,14-01-2026 23:59,15-01-2026 00:13,AG1024,Myra Tiwari,Passport,Valid,89.34,73.01,72.55,Good,Yes,Deepfake suspicion,Rejected,Deepfake suspicion,14,No,10L+
CUST100607,Eshani Gole,56,Kolkata,West Bengal,Salary,05-06-2026,05-06-2026 19:20,05-06-2026 20:24,AG1005,Mehul Krishnan,Passport,Valid,55.48,64.58,95.86,Good,No,,Rejected,Face mismatch,64,Yes,0-3L
CUST100608,Eshani Magar,25,Hyderabad,Telangana,Salary,10-05-2026,10-05-2026 22:38,10-05-2026 22:58,AG1010,Rasha Kakar,Aadhaar,Valid,91.76,93.58,58.53,Good,No,,Rejected,Low audio quality,20,No,10L+
CUST100609,Vidur Vohra,24,Bengaluru,Karnataka,Salary,04-05-2026,04-05-2026 08:06,04-05-2026 09:00,AG1028,Mahika Ravi,PAN,Valid,71.04,68.65,51.72,Good,Yes,Deepfake suspicion,Rejected,Deepfake suspicion,54,No,6-10L
CUST100610,Azad Ravi,64,Bengaluru,Karnataka,Salary,09-01-2026,09-01-2026 22:16,09-01-2026 22:22,AG1012,Tarini Ganguly,PAN,Valid,64.04,69.96,95.44,Good,No,,Rejected,Face mismatch,6,No,6-10L
CUST100611,Umang Date,61,Mumbai,Maharashtra,Savings,10-02-2026,10-02-2026 05:33,10-02-2026 06:19,AG1035,Priyansh Bali,Aadhaar,Valid,92.43,86.5,86.2,Good,No,,Approved,,46,No,6-10L
CUST100612,Taimur Subramaniam,50,Lucknow,Uttar Pradesh,Savings,07-02-2026,07-02-2026 18:55,07-02-2026 19:01,AG1013,Divij Gupta,Passport,Valid,97.06,64.82,60.69,Good,Yes,Document tampering,Rejected,Document tampering,6,No,10L+
CUST100613,Shray Dara,27,Mumbai,Maharashtra,Salary,30-04-2026,30-04-2026 20:25,30-04-2026 20:43,AG1016,Samiha Karpe,Driving License,Valid,82.95,61.75,94.27,Good,No,,Approved,,18,No,3-6L
CUST100614,Trisha Mannan,42,Pune,Maharashtra,Savings,28-06-2026,28-06-2026 17:13,28-06-2026 17:58,AG1004,Aniruddh Batra,Passport,Valid,85.37,98.8,84.69,Average,No,,Approved,,45,No,10L+
CUST100615,Himmat Bains,48,Lucknow,Uttar Pradesh,Savings,16-06-2026,16-06-2026 02:17,16-06-2026 02:37,AG1015,Lavanya Deo,Aadhaar,Valid,77.89,89.6,75.17,Good,No,,Approved,,20,No,6-10L
CUST100616,Inaaya  Gara,38,Lucknow,Uttar Pradesh,Current,15-01-2026,15-01-2026 10:59,15-01-2026 12:00,AG1008,Zoya Virk,Aadhaar,Valid,77.34,68.06,68.79,Good,No,,Approved,,61,Yes,6-10L
CUST100617,Vanya Sani,65,Bengaluru,Karnataka,Salary,05-04-2026,05-04-2026 21:25,05-04-2026 21:36,AG1043,Madhup Biswas,Passport,Valid,84.03,71.51,51.18,Poor,No,,Rejected,Low audio quality,11,No,3-6L
CUST100618,Rasha Khatri,29,Hyderabad,Telangana,Savings,21-04-2026,21-04-2026 18:32,21-04-2026 19:58,AG1013,Divij Gupta,Driving License,Valid,69.41,77.65,50.3,Good,No,,Rejected,Face mismatch,86,Yes,3-6L
CUST100619,Zoya Bir,59,Delhi,Delhi,Savings,18-04-2026,18-04-2026 22:25,18-04-2026 23:01,AG1011,Ranbir Brahmbhatt,Driving License,Valid,96.75,69.43,53.91,Average,No,,Rejected,Low audio quality,36,No,10L+
CUST100620,Saanvi Soni,49,Chennai,Tamil Nadu,Current,21-02-2026,21-02-2026 23:57,22-02-2026 00:50,AG1030,Ishaan Kashyap,Aadhaar,Mismatch,83.48,70.85,89.06,Good,No,,Rejected,Document invalid,53,No,3-6L
CUST100621,Armaan Din,32,Ahmedabad,Gujarat,Current,21-04-2026,22-04-2026 00:04,22-04-2026 00:47,AG1035,Priyansh Bali,Driving License,Valid,61.98,98.05,74.1,Good,No,,Rejected,Face mismatch,43,No,3-6L
CUST100622,Azad Sule,53,Kolkata,West Bengal,Salary,26-03-2026,26-03-2026 10:23,26-03-2026 10:52,AG1000,Anay Shanker,PAN,Valid,71.81,84.18,53.6,Good,No,,Rejected,Low audio quality,29,No,0-3L
CUST100623,Arnav Dugar,57,Pune,Maharashtra,Savings,31-03-2026,31-03-2026 12:03,31-03-2026 13:42,AG1024,Myra Tiwari,Driving License,Valid,97.12,98.72,68.66,Poor,No,,Pending,Network issue,99,Yes,0-3L
CUST100624,Drishya Issac,36,Hyderabad,Telangana,Savings,19-05-2026,19-05-2026 22:18,20-05-2026 01:26,AG1047,Kimaya Balay,Driving License,Valid,89.55,89.99,67.43,Poor,No,,Pending,Network issue,188,Yes,10L+
CUST100625,Ojas Badami,59,Jaipur,Rajasthan,Salary,07-01-2026,07-01-2026 08:43,07-01-2026 09:06,AG1015,Lavanya Deo,PAN,Valid,83.27,86.99,84.87,Average,No,,Approved,,23,No,6-10L
CUST100626,Reyansh Gokhale,37,Delhi,Delhi,Salary,03-01-2026,03-01-2026 06:09,03-01-2026 07:08,AG1027,Rati Sanghvi,Aadhaar,Valid,83.87,96.58,69.88,Average,No,,Approved,,59,No,3-6L
CUST100627,Neysa Gandhi,34,Chennai,Tamil Nadu,Salary,02-04-2026,02-04-2026 04:30,02-04-2026 05:19,AG1017,Uthkarsh Baral,Aadhaar,Valid,72.15,72.29,70.58,Average,No,,Approved,,49,No,3-6L
CUST100628,Gatik Sura,44,Kolkata,West Bengal,Savings,08-05-2026,08-05-2026 06:41,08-05-2026 07:41,AG1011,Ranbir Brahmbhatt,Driving License,Valid,62.54,79.62,54.84,Good,No,,Rejected,Face mismatch,60,No,3-6L
CUST100629,Adira Walia,49,Delhi,Delhi,Salary,06-02-2026,06-02-2026 02:12,06-02-2026 02:41,AG1026,Lakshay Sampath,PAN,Valid,97.49,77.98,90.72,Good,No,,Approved,,29,No,6-10L
CUST100630,Shanaya Kannan,27,Lucknow,Uttar Pradesh,Savings,20-01-2026,20-01-2026 22:56,21-01-2026 00:02,AG1043,Madhup Biswas,Aadhaar,Valid,58.58,63.42,56.23,Average,No,,Rejected,Face mismatch,66,Yes,10L+
CUST100631,Shayak Chander,42,Bengaluru,Karnataka,Salary,18-02-2026,18-02-2026 12:08,18-02-2026 13:15,AG1048,Vaibhav Raju,PAN,Valid,84.81,91.49,52.09,Poor,Yes,Document tampering,Rejected,Document tampering,67,Yes,10L+
CUST100632,Rania Kothari,27,Kolkata,West Bengal,Savings,03-03-2026,03-03-2026 07:12,03-03-2026 07:24,AG1021,Trisha Dhillon,Passport,Valid,70.37,72.58,61.98,Average,No,,Approved,,12,No,6-10L
CUST100633,Yasmin Lad,60,Jaipur,Rajasthan,Salary,08-06-2026,08-06-2026 12:57,08-06-2026 13:33,AG1028,Mahika Ravi,Aadhaar,Expired,92.43,96.91,51.28,Good,No,,Rejected,Document invalid,36,No,6-10L
CUST100634,Zaina Barman,49,Jaipur,Rajasthan,Savings,04-04-2026,04-04-2026 18:34,04-04-2026 18:44,AG1043,Madhup Biswas,Passport,Valid,55.14,85.46,97.1,Average,No,,Rejected,Face mismatch,10,No,6-10L
CUST100635,Dhanush Kale,59,Lucknow,Uttar Pradesh,Savings,30-03-2026,30-03-2026 05:50,30-03-2026 06:07,AG1018,Mishti Ranganathan,Driving License,Mismatch,90.57,73.9,96.95,Average,No,,Rejected,Document invalid,17,No,10L+
CUST100636,Inaaya  Din,49,Delhi,Delhi,Savings,08-06-2026,08-06-2026 09:35,08-06-2026 10:50,AG1010,Rasha Kakar,Driving License,Valid,90.16,88.59,51.59,Average,No,,Rejected,Low audio quality,75,Yes,10L+
